S.No,Latitude,Longitude,Elevation (m),Slope (°),Annual Rainfall (mm),Clay content (%),Sand content (%),Silt content (%),Vol. water content at -10 kPa (%),Vol. water content at -33 kPa (%),Vol. water content at -1500 kPa (%),Soil moisture (m³/m³),Land cover,Distance to road (m),State,District,Subdivision / Taluk,Material Involved,Initiation Year,Elevation Band,Slope Band,Rainfall Band,Road Distance Band,Decade,Elevation Band Sort,Slope Band Sort,Rainfall Band Sort,Road Distance Band Sort
1951,10.17,76.75,101.0,14.91,2787.0,30.5,36.3,33.2,40.2,33.0,18.2,0.182,Tree cover,603.8,Kerala,Ernakulam,Kothamangalam,Debris,2018,0–500 m,10–20°,2500–3000 mm,500–1000 m,2010s,1,2,4,5
1987,10.2,77.25,1640.0,16.65,1716.0,29.3,38.6,32.1,41.4,34.9,19.8,0.198,Tree cover,30.3,Kerala,Idukki,Devikulam,Debris,2019,1500–2000 m,10–20°,1500–2000 mm,10–50 m,2010s,4,2,2,2
2055,10.25,77.21,1401.0,24.05,1722.0,32.1,36.7,31.2,41.3,32.5,19.0,0.19,Grassland,74.4,Kerala,Idukki,Devikulam,Debris,2019,1000–1500 m,20–30°,1500–2000 mm,50–100 m,2010s,3,3,2,3
2690,10.559597,76.542353,109.0,21.43,2579.0,28.4,47.7,23.9,40.3,32.5,16.4,0.164,Tree cover,755.4,Kerala,Palakkad,Alathur,Debris,2018,0–500 m,20–30°,2500–3000 mm,500–1000 m,2010s,1,3,4,5
2709,10.577431,76.622336,103.0,23.64,2345.0,25.4,48.7,25.9,40.6,33.6,17.9,0.179,Tree cover,38.4,Kerala,Palakkad,Chittur,Soil,2018,0–500 m,20–30°,2000–2500 mm,10–50 m,2010s,1,3,3,2
2712,10.582519,76.621567,139.0,17.63,2345.0,27.7,49.2,23.1,40.2,33.4,16.0,0.16,Tree cover,138.4,Kerala,Palakkad,Chittur,Debris,2018,0–500 m,10–20°,2000–2500 mm,100–500 m,2010s,1,2,3,4
2717,10.586928,76.604111,109.0,18.36,2392.0,26.6,48.5,24.9,40.0,33.2,17.1,0.171,Grassland,101.5,Kerala,Palakkad,Chittur,Soil,2018,0–500 m,10–20°,2000–2500 mm,100–500 m,2010s,1,2,3,4
2721,10.588025,76.606692,143.0,8.77,2392.0,27.5,47.7,24.8,40.0,33.0,16.5,0.165,Grassland,359.7,Kerala,Palakkad,Chittur,Debris,2018,0–500 m,0–10°,2000–2500 mm,100–500 m,2010s,1,1,3,4
2756,10.630083,76.525056,107.0,23.01,2648.0,28.9,48.4,22.7,40.3,31.4,16.4,0.164,Tree cover,267.4,Kerala,Palakkad,Alathur,Debris,2018,0–500 m,20–30°,2500–3000 mm,100–500 m,2010s,1,3,4,4
2758,10.632358,76.520253,98.0,8.62,2610.0,28.7,49.5,21.9,40.3,31.4,16.4,0.164,Tree cover,315.3,Kerala,Palakkad,Alathur,Debris,2018,0–500 m,0–10°,2500–3000 mm,100–500 m,2010s,1,1,4,4
2778,10.8505,76.2711,55.0,11.11,2767.0,26.7,48.9,24.4,39.3,32.2,15.3,0.153,Tree cover,307.6,Kerala,Malappuram,Ottappalam,Debris,1956,0–500 m,10–20°,2500–3000 mm,100–500 m,1950s,1,2,4,4
2779,10.8508,76.2712,62.0,12.24,2767.0,26.7,48.9,24.4,39.3,32.2,15.3,0.153,Tree cover,287.7,Kerala,Malappuram,Ottappalam,Debris,2007,0–500 m,10–20°,2500–3000 mm,100–500 m,2000s,1,2,4,4
2819,10.975989,76.572928,288.0,26.91,2252.0,32.9,36.8,30.2,40.7,32.4,19.3,0.193,Tree cover,172.5,Kerala,Palakkad,Mannarkad,Debris,2014,0–500 m,20–30°,2000–2500 mm,100–500 m,2010s,1,3,3,4
2840,11.017189,76.664061,855.0,17.8,2139.0,34.1,37.9,28.0,40.9,32.0,19.0,0.19,Tree cover,256.9,Kerala,Palakkad,Attappadi,Soil,1999,500–1000 m,10–20°,2000–2500 mm,100–500 m,1990s,2,2,3,4
2843,11.019092,76.664319,841.0,23.47,2139.0,33.6,37.9,28.4,40.9,32.0,19.0,0.19,Tree cover,92.2,Kerala,Palakkad,Attappadi,Debris,1998,500–1000 m,20–30°,2000–2500 mm,50–100 m,1990s,2,3,3,3
2851,11.027011,76.616214,724.0,29.59,2268.0,30.6,40.0,29.5,39.8,33.3,18.8,0.188,Tree cover,1163.3,Kerala,Palakkad,Attappadi,Debris,1996,500–1000 m,20–30°,2000–2500 mm,>1000 m,1990s,2,3,3,6
2853,11.027444,76.617342,702.0,21.38,2164.0,30.6,40.0,29.5,39.8,33.3,18.8,0.188,Tree cover,1286.9,Kerala,Palakkad,Attappadi,Debris,1996,500–1000 m,20–30°,2000–2500 mm,>1000 m,1990s,2,3,3,6
2854,11.027631,76.662803,875.0,12.77,2122.0,34.9,37.8,27.3,40.2,32.9,18.6,0.186,Grassland,0.1,Kerala,Palakkad,Attappadi,Debris,1999,500–1000 m,10–20°,2000–2500 mm,0–10 m,1990s,2,2,3,1
2855,11.027736,76.661681,877.0,18.23,2122.0,34.9,37.8,27.3,40.2,32.9,18.6,0.186,Tree cover,32.3,Kerala,Palakkad,Attappadi,Soil,1998,500–1000 m,10–20°,2000–2500 mm,10–50 m,1990s,2,2,3,2
2892,11.043378,76.639231,646.0,27.41,2003.0,31.9,40.0,28.2,40.2,31.9,19.4,0.194,Tree cover,254.1,Kerala,Palakkad,Attappadi,Debris,2009,500–1000 m,20–30°,2000–2500 mm,100–500 m,2000s,2,3,3,4
2897,11.046744,76.583922,777.0,37.41,2397.0,32.2,40.4,27.4,40.3,33.1,19.1,0.191,Tree cover,181.7,Kerala,Palakkad,Attappadi,Debris,2012,500–1000 m,30–40°,2000–2500 mm,100–500 m,2010s,2,4,3,4
2900,11.047383,76.596222,750.0,9.27,2338.0,32.0,39.2,28.8,40.8,33.5,18.5,0.185,Tree cover,12.9,Kerala,Palakkad,Attappadi,Soil,2012,500–1000 m,0–10°,2000–2500 mm,10–50 m,2010s,2,1,3,2
2906,11.0512,76.0709,24.0,3.42,2981.0,27.1,44.6,28.3,40.0,31.0,16.5,0.165,Tree cover,19.1,Kerala,Malappuram,Ernad,Debris,2007,0–500 m,0–10°,2500–3000 mm,10–50 m,2000s,1,1,4,2
2907,11.054544,76.686006,831.0,14.43,1947.0,30.1,36.0,33.9,40.9,33.9,19.0,0.19,Tree cover,356.4,Kerala,Palakkad,Attappadi,Soil,2015,500–1000 m,10–20°,1500–2000 mm,100–500 m,2010s,2,2,2,4
2908,11.055747,76.548056,537.0,15.6,2333.0,30.0,42.8,27.2,39.5,33.0,18.5,0.185,Tree cover,284.6,Kerala,Palakkad,Attappadi,Soil,2006,500–1000 m,10–20°,2000–2500 mm,100–500 m,2000s,2,2,3,4
2911,11.062219,76.551442,579.0,23.84,2311.0,29.7,46.3,24.0,40.5,32.4,18.7,0.187,Tree cover,21.9,Kerala,Palakkad,Attappadi,Rock,2006,500–1000 m,20–30°,2000–2500 mm,10–50 m,2000s,2,3,3,2
2917,11.067167,76.653944,601.0,33.24,1883.0,30.7,37.8,31.5,40.7,34.3,19.4,0.194,Tree cover,9.7,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,30–40°,1500–2000 mm,0–10 m,2010s,2,4,2,1
2918,11.067333,76.654139,584.0,31.91,1883.0,30.0,38.4,31.5,40.2,34.3,18.5,0.185,Tree cover,4.4,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,30–40°,1500–2000 mm,0–10 m,2010s,2,4,2,1
2924,11.07025,76.642528,710.0,17.96,2018.0,30.7,38.7,30.6,40.2,34.5,18.8,0.188,Tree cover,83.4,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,10–20°,2000–2500 mm,50–100 m,2010s,2,2,3,3
2925,11.070667,76.641389,688.0,6.73,2036.0,30.7,38.7,30.6,40.2,34.5,18.8,0.188,Tree cover,7.5,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,0–10°,2000–2500 mm,0–10 m,2010s,2,1,3,1
2926,11.070917,76.641583,687.0,10.2,2036.0,30.7,38.7,30.6,40.2,34.5,18.8,0.188,Tree cover,5.7,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,10–20°,2000–2500 mm,0–10 m,2010s,2,2,3,1
2929,11.072083,76.640861,674.0,23.58,2036.0,29.5,39.4,31.1,40.2,34.5,18.8,0.188,Tree cover,4.5,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,2000–2500 mm,0–10 m,2010s,2,3,3,1
2931,11.073681,76.599097,806.0,13.01,2328.0,28.9,43.1,28.0,40.3,33.4,18.9,0.189,Tree cover,85.9,Kerala,Palakkad,Attappadi,Debris,1961,500–1000 m,10–20°,2000–2500 mm,50–100 m,1960s,2,2,3,3
2934,11.0755,76.640972,629.0,3.68,1967.0,30.0,40.9,29.1,40.2,34.5,18.8,0.188,Tree cover,58.0,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,0–10°,1500–2000 mm,50–100 m,2010s,2,1,2,3
2935,11.075972,76.641972,652.0,15.95,1933.0,30.8,40.8,28.4,40.2,34.5,18.8,0.188,Built-up,8.6,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,10–20°,1500–2000 mm,0–10 m,2010s,2,2,2,1
2937,11.076167,76.641472,651.0,24.44,1967.0,30.0,40.9,29.1,40.2,34.5,18.8,0.188,Tree cover,29.1,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,1500–2000 mm,10–50 m,2010s,2,3,2,2
2938,11.076194,76.642111,662.0,17.26,1933.0,30.8,40.8,28.4,40.2,34.5,18.8,0.188,Tree cover,23.0,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,10–20°,1500–2000 mm,10–50 m,2010s,2,2,2,2
2940,11.0766,76.1606,105.0,6.73,2892.0,28.7,45.2,26.2,39.8,31.5,16.7,0.167,Tree cover,379.2,Kerala,Malappuram,Ernad,Debris,2007,0–500 m,0–10°,2500–3000 mm,100–500 m,2000s,1,1,4,4
2941,11.076611,76.641167,650.0,21.56,1967.0,29.3,41.8,28.8,40.2,33.7,18.1,0.181,Tree cover,25.3,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,1500–2000 mm,10–50 m,2010s,2,3,2,2
2945,11.077833,76.640694,613.0,9.72,1967.0,29.3,41.8,28.8,40.2,33.7,18.1,0.181,Tree cover,9.0,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,0–10°,1500–2000 mm,0–10 m,2010s,2,1,2,1
2949,11.078167,76.641944,615.0,22.59,1933.0,29.3,41.8,28.8,40.2,33.7,18.1,0.181,Tree cover,33.4,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,1500–2000 mm,10–50 m,2010s,2,3,2,2
2952,11.079833,76.642833,618.0,23.34,1933.0,30.8,39.5,29.7,40.2,33.7,18.1,0.181,Tree cover,51.0,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,1500–2000 mm,50–100 m,2010s,2,3,2,3
2954,11.081139,76.644806,612.0,22.11,1933.0,31.1,38.3,30.5,40.3,33.9,17.9,0.179,Tree cover,81.7,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,20–30°,1500–2000 mm,50–100 m,2010s,2,3,2,3
2956,11.082806,76.663083,587.0,30.5,1785.0,31.8,38.1,30.1,40.2,34.6,17.4,0.174,Tree cover,19.5,Kerala,Palakkad,Attappadi,Debris,2015,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
2962,11.096811,76.556542,1257.0,42.52,2588.0,30.3,37.0,32.7,41.8,32.7,18.1,0.181,Grassland,1373.1,Kerala,Palakkad,Attappadi,Rock,1961,1000–1500 m,40–50°,2500–3000 mm,>1000 m,1960s,3,5,4,6
2965,11.123769,76.551275,1262.0,17.96,2572.0,27.5,38.0,34.4,43.1,33.6,18.4,0.184,Tree cover,1030.3,Kerala,Palakkad,Attappadi,Rock,2010,1000–1500 m,10–20°,2500–3000 mm,>1000 m,2010s,3,2,4,6
2970,11.134228,76.527867,983.0,26.34,2790.0,33.1,38.1,28.7,42.3,33.3,18.7,0.187,Tree cover,319.8,Kerala,Palakkad,Attappadi,Soil,2016,500–1000 m,20–30°,2500–3000 mm,100–500 m,2010s,2,3,4,4
2986,11.184089,76.644386,851.0,27.9,2086.0,31.4,36.5,32.1,41.5,32.4,18.4,0.184,Tree cover,1071.3,Kerala,Palakkad,Attappadi,Rock,2016,500–1000 m,20–30°,2000–2500 mm,>1000 m,2010s,2,3,3,6
2989,11.199392,76.328681,138.0,11.88,2652.0,32.9,39.4,27.7,40.0,32.9,19.1,0.191,Tree cover,203.9,Kerala,Malappuram,Nilambur,Soil,2018,0–500 m,10–20°,2500–3000 mm,100–500 m,2010s,1,2,4,4
3000,11.2133,76.1456,26.0,0.24,2948.0,27.5,47.0,25.6,40.2,32.0,15.6,0.156,Tree cover,67.6,Kerala,Malappuram,Ernad,Debris,2007,0–500 m,0–10°,2500–3000 mm,50–100 m,2000s,1,1,4,3
3053,11.272246,76.095465,64.0,20.38,3176.0,29.3,48.7,22.0,39.1,32.7,17.0,0.17,Tree cover,0.5,Kerala,Malappuram,Ernad,Debris,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3057,11.275,76.123,116.0,11.1,3265.0,30.3,46.7,23.0,40.3,32.8,18.8,0.188,Tree cover,16.8,Kerala,Malappuram,Ernad,Debris,2007,0–500 m,10–20°,3000–4000 mm,10–50 m,2000s,1,2,5,2
3094,11.2937,76.0504,143.0,19.74,3243.0,30.5,47.9,21.6,40.2,33.6,18.5,0.185,Tree cover,188.4,Kerala,Kozhikode,Kozhikode,Debris,2007,0–500 m,10–20°,3000–4000 mm,100–500 m,2000s,1,2,5,4
3247,11.337264,76.135661,391.0,25.29,3446.0,32.7,44.6,22.7,39.5,32.6,18.1,0.181,Tree cover,8.0,Kerala,Malappuram,Nilambur,Debris,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3255,11.337961,76.148764,203.0,24.08,3253.0,32.5,42.0,25.5,41.9,33.0,18.8,0.188,Tree cover,210.1,Kerala,Malappuram,Nilambur,Soil,2007,0–500 m,20–30°,3000–4000 mm,100–500 m,2000s,1,3,5,4
3258,11.338433,76.145994,202.0,12.77,3253.0,32.3,42.2,25.4,41.9,33.0,18.8,0.188,Tree cover,298.9,Kerala,Malappuram,Nilambur,Soil,2015,0–500 m,10–20°,3000–4000 mm,100–500 m,2010s,1,2,5,4
3276,11.3404,76.0681,92.0,11.61,3235.0,33.5,45.9,20.6,39.7,33.6,19.1,0.191,Tree cover,26.7,Kerala,Kozhikode,Thamarassery,Debris,2007,0–500 m,10–20°,3000–4000 mm,10–50 m,2000s,1,2,5,2
3339,11.359794,76.060058,92.0,20.33,3353.0,31.5,43.9,24.6,39.6,33.5,18.4,0.184,Tree cover,2.1,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3344,11.361711,76.070767,255.0,22.1,3533.0,33.5,43.9,22.6,40.7,33.0,18.5,0.185,Tree cover,0.0,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3345,11.361944,76.078469,335.0,28.38,3669.0,32.8,45.9,21.3,41.4,32.5,19.3,0.193,Tree cover,9.0,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3358,11.366194,76.072064,433.0,26.61,3533.0,33.9,44.0,22.1,41.6,31.9,19.4,0.194,Tree cover,117.7,Kerala,Kozhikode,Thamarassery,Rock,2011,0–500 m,20–30°,3000–4000 mm,100–500 m,2010s,1,3,5,4
3396,11.384442,76.067714,446.0,18.43,3843.0,32.3,46.0,21.7,41.6,34.1,19.5,0.195,Tree cover,3.5,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3421,11.395306,76.067806,666.0,18.79,4129.0,33.9,43.7,22.3,42.4,34.4,20.6,0.206,Tree cover,42.0,Kerala,Kozhikode,Thamarassery,Rock,1986,500–1000 m,10–20°,>4000 mm,10–50 m,1980s,2,2,6,2
3423,11.396989,76.082361,721.0,16.45,4078.0,35.2,44.2,20.7,42.1,33.8,20.1,0.201,Tree cover,0.3,Kerala,Kozhikode,Thamarassery,Rock,2014,500–1000 m,10–20°,>4000 mm,0–10 m,2010s,2,2,6,1
3433,11.401672,76.017956,118.0,16.59,3311.0,32.9,42.5,24.5,39.2,34.2,17.0,0.17,Tree cover,246.9,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,10–20°,3000–4000 mm,100–500 m,2010s,1,2,5,4
3435,11.404606,76.025594,64.0,18.24,3265.0,33.5,43.2,23.3,39.1,33.5,18.2,0.182,Tree cover,3.2,Kerala,Kozhikode,Thamarassery,Soil,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3436,11.405026,76.056631,289.0,27.38,3440.0,31.2,44.9,24.0,40.9,32.3,19.2,0.192,Tree cover,85.6,Kerala,Kozhikode,Thamarassery,Rock,2012,0–500 m,20–30°,3000–4000 mm,50–100 m,2010s,1,3,5,3
3441,11.407861,76.23675,205.0,35.47,2872.0,29.9,46.6,23.5,40.1,32.8,17.6,0.176,Grassland,326.4,Kerala,Malappuram,Nilambur,Debris,2019,0–500 m,30–40°,2500–3000 mm,100–500 m,2010s,1,4,4,4
3461,11.414406,76.035175,47.0,7.58,3247.0,30.9,45.2,24.0,39.6,33.0,17.9,0.179,Tree cover,3.6,Kerala,Kozhikode,Thamarassery,Soil,2015,0–500 m,0–10°,3000–4000 mm,0–10 m,2010s,1,1,5,1
3474,11.416489,76.016078,61.0,13.98,3289.0,28.4,47.1,24.6,39.4,33.1,17.2,0.172,Tree cover,7.1,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3485,11.419903,76.23705,71.0,12.2,2794.0,29.0,45.1,25.9,39.8,34.1,17.7,0.177,Tree cover,5.8,Kerala,Malappuram,Nilambur,Rock,2015,0–500 m,10–20°,2500–3000 mm,0–10 m,2010s,1,2,4,1
3514,11.437447,76.067175,318.0,18.45,3587.0,33.3,44.9,21.7,40.5,33.8,18.8,0.188,Tree cover,4.5,Kerala,Kozhikode,Thamarassery,Rock,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3516,11.438214,76.064961,301.0,22.86,3492.0,33.0,45.4,21.6,40.5,33.8,18.8,0.188,Tree cover,3.2,Kerala,Kozhikode,Thamarassery,Rock,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3519,11.439406,76.038903,133.0,13.38,3342.0,30.5,46.3,23.1,40.3,33.7,18.7,0.187,Built-up,1.3,Kerala,Kozhikode,Thamarassery,Soil,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3523,11.442981,76.056111,236.0,21.06,3481.0,30.0,47.1,22.9,40.2,33.7,19.3,0.193,Tree cover,25.9,Kerala,Kozhikode,Thamarassery,Debris,2015,0–500 m,20–30°,3000–4000 mm,10–50 m,2010s,1,3,5,2
3526,11.444172,76.074897,383.0,14.43,3633.0,33.7,46.1,20.2,40.2,34.3,19.1,0.191,Tree cover,4.9,Kerala,Kozhikode,Thamarassery,Rock,2015,0–500 m,10–20°,3000–4000 mm,0–10 m,2010s,1,2,5,1
3545,11.455592,76.034178,183.0,7.73,3448.0,31.3,46.1,22.6,41.1,33.8,19.1,0.191,Tree cover,2.6,Kerala,Kozhikode,Thamarassery,Rock,2015,0–500 m,0–10°,3000–4000 mm,0–10 m,2010s,1,1,5,1
3549,11.457566,76.097791,728.0,14.07,3918.0,32.6,43.8,23.6,42.1,34.4,20.0,0.2,Tree cover,192.6,Kerala,Kozhikode,Thamarassery,Debris,2015,500–1000 m,10–20°,3000–4000 mm,100–500 m,2010s,2,2,5,4
3550,11.457868,75.93616,350.0,30.0,3645.0,32.0,49.2,18.8,40.3,34.3,18.4,0.184,Tree cover,106.9,Kerala,Kozhikode,Thamarassery,Debris,2018,0–500 m,20–30°,3000–4000 mm,100–500 m,2010s,1,3,5,4
3567,11.469539,76.049333,406.0,26.78,3638.0,32.5,46.2,21.3,40.0,35.3,19.5,0.195,Tree cover,4.4,Kerala,Kozhikode,Thamarassery,Soil,2015,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
3584,11.4926,75.8665,275.0,28.42,3988.0,33.9,44.1,21.9,42.2,32.4,19.6,0.196,Tree cover,151.4,Kerala,Kozhikode,Koyilandi,Debris,2007,0–500 m,20–30°,3000–4000 mm,100–500 m,2000s,1,3,5,4
3592,11.501078,76.003206,115.0,16.07,3574.0,31.8,46.2,22.0,41.5,34.3,19.2,0.192,Tree cover,9.4,Kerala,Kozhikode,Thamarassery,Debris,2008,0–500 m,10–20°,3000–4000 mm,0–10 m,2000s,1,2,5,1
3593,11.501625,76.004372,129.0,10.96,3574.0,31.8,46.2,22.0,41.5,34.3,19.2,0.192,Tree cover,50.2,Kerala,Kozhikode,Thamarassery,Debris,2008,0–500 m,10–20°,3000–4000 mm,50–100 m,2000s,1,2,5,3
3594,11.502122,76.007044,163.0,15.77,3574.0,32.2,45.8,22.0,41.5,34.3,19.2,0.192,Tree cover,141.0,Kerala,Kozhikode,Thamarassery,Debris,2007,0–500 m,10–20°,3000–4000 mm,100–500 m,2000s,1,2,5,4
3610,11.51,76.28,867.0,7.71,3423.0,27.1,42.6,30.3,39.6,32.4,18.7,0.187,Tree cover,78.7,Tamil Nadu,Nilgiri,Panthalur,Debris,2020,500–1000 m,0–10°,3000–4000 mm,50–100 m,2020s,2,1,5,3
3630,11.519206,76.135783,870.0,21.07,3788.0,26.7,41.5,31.8,40.7,33.7,18.5,0.185,Tree cover,2.1,Kerala,Wayanad,Vythiri,Debris,2008,500–1000 m,20–30°,3000–4000 mm,0–10 m,2000s,2,3,5,1
3638,11.525275,76.145222,818.0,24.59,3708.0,30.2,44.1,25.7,40.5,34.0,18.0,0.18,Tree cover,33.4,Kerala,Wayanad,Vythiri,Debris,2009,500–1000 m,20–30°,3000–4000 mm,10–50 m,2000s,2,3,5,2
3641,11.526258,76.154406,804.0,18.69,3689.0,31.6,42.3,26.1,40.0,32.0,18.0,0.18,Tree cover,0.8,Kerala,Wayanad,Vythiri,Rock,2009,500–1000 m,10–20°,3000–4000 mm,0–10 m,2000s,2,2,5,1
3642,11.526589,76.144019,844.0,22.15,3708.0,31.2,43.4,25.4,40.6,32.9,18.7,0.187,Tree cover,82.4,Kerala,Wayanad,Vythiri,Debris,2009,500–1000 m,20–30°,3000–4000 mm,50–100 m,2000s,2,3,5,3
3649,11.529722,75.876111,66.0,3.76,3638.0,31.9,46.4,21.7,39.9,33.4,17.2,0.172,Tree cover,91.1,Kerala,Kozhikode,Thamarassery,Rock,2014,0–500 m,0–10°,3000–4000 mm,50–100 m,2010s,1,1,5,3
3654,11.53,76.47,960.0,22.07,2425.0,28.6,40.8,30.5,40.5,32.8,17.6,0.176,Tree cover,13.9,Tamil Nadu,Nilgiri,Gudalur,Debris,2019,500–1000 m,20–30°,2000–2500 mm,10–50 m,2010s,2,3,3,2
3664,11.534194,76.228447,994.0,25.18,3467.0,30.8,39.1,30.0,40.2,34.7,18.3,0.183,Tree cover,336.7,Kerala,Wayanad,Vythiri,Debris,2008,500–1000 m,20–30°,3000–4000 mm,100–500 m,2000s,2,3,5,4
3666,11.534597,76.189739,848.0,13.25,3583.0,28.3,43.9,27.8,40.4,32.7,18.2,0.182,Tree cover,97.1,Kerala,Wayanad,Vythiri,Debris,2010,500–1000 m,10–20°,3000–4000 mm,50–100 m,2010s,2,2,5,3
3668,11.534744,76.228631,1001.0,31.79,3467.0,28.8,40.9,30.3,41.3,32.5,17.4,0.174,Tree cover,272.5,Kerala,Wayanad,Vythiri,Debris,2008,1000–1500 m,30–40°,3000–4000 mm,100–500 m,2000s,3,4,5,4
3672,11.536478,76.229122,980.0,22.1,3467.0,28.8,40.9,30.3,41.3,32.5,17.4,0.174,Tree cover,72.8,Kerala,Wayanad,Vythiri,Rock,2008,500–1000 m,20–30°,3000–4000 mm,50–100 m,2000s,2,3,5,3
3677,11.538819,76.150189,825.0,24.18,3674.0,32.1,41.9,26.0,40.4,34.2,18.7,0.187,Tree cover,68.9,Kerala,Wayanad,Vythiri,Debris,2009,500–1000 m,20–30°,3000–4000 mm,50–100 m,2000s,2,3,5,3
3679,11.539167,75.905278,95.0,8.84,3756.0,32.8,45.9,21.2,39.7,33.9,18.1,0.181,Tree cover,1.3,Kerala,Kozhikode,Thamarassery,Rock,2014,0–500 m,0–10°,3000–4000 mm,0–10 m,2010s,1,1,5,1
3692,11.540794,76.154522,869.0,23.02,3674.0,31.8,41.7,26.5,40.0,31.8,17.9,0.179,Tree cover,22.7,Kerala,Wayanad,Vythiri,Debris,2010,500–1000 m,20–30°,3000–4000 mm,10–50 m,2010s,2,3,5,2
3694,11.541958,76.137411,850.0,15.71,3688.0,31.6,41.8,26.6,40.7,34.5,18.4,0.184,Tree cover,139.6,Kerala,Wayanad,Vythiri,Debris,1961,500–1000 m,10–20°,3000–4000 mm,100–500 m,1960s,2,2,5,4
3697,11.543053,76.156533,900.0,14.6,3653.0,31.3,41.7,27.0,40.0,31.8,17.9,0.179,Tree cover,45.9,Kerala,Wayanad,Vythiri,Debris,1982,500–1000 m,10–20°,3000–4000 mm,10–50 m,1980s,2,2,5,2
3698,11.54315,76.154031,856.0,24.22,3653.0,31.5,41.9,26.6,40.0,31.8,17.9,0.179,Tree cover,9.4,Kerala,Wayanad,Vythiri,Debris,1961,500–1000 m,20–30°,3000–4000 mm,0–10 m,1960s,2,3,5,1
3700,11.543214,76.154,841.0,12.98,3653.0,31.5,41.9,26.6,40.0,31.8,17.9,0.179,Tree cover,1.7,Kerala,Wayanad,Vythiri,Debris,2008,500–1000 m,10–20°,3000–4000 mm,0–10 m,2000s,2,2,5,1
3718,11.548056,75.926944,716.0,19.63,4153.0,35.3,41.9,22.8,40.8,34.0,19.7,0.197,Tree cover,41.3,Kerala,Kozhikode,Koyilandi,Rock,2014,500–1000 m,10–20°,>4000 mm,10–50 m,2010s,2,2,6,2
3721,11.548333,75.926667,709.0,11.7,4153.0,35.3,41.9,22.8,40.8,34.0,19.7,0.197,Tree cover,56.6,Kerala,Kozhikode,Koyilandi,Debris,2007,500–1000 m,10–20°,>4000 mm,50–100 m,2000s,2,2,6,3
3740,11.552539,76.0895,1089.0,16.59,3820.0,28.4,42.7,28.9,41.7,33.9,18.4,0.184,Tree cover,127.0,Kerala,Wayanad,Vythiri,Debris,1961,1000–1500 m,10–20°,3000–4000 mm,100–500 m,1960s,3,2,5,4
3743,11.553164,76.085942,1112.0,34.18,3820.0,29.2,42.8,28.0,41.1,34.3,18.6,0.186,Tree cover,39.5,Kerala,Wayanad,Vythiri,Debris,2015,1000–1500 m,30–40°,3000–4000 mm,10–50 m,2010s,3,4,5,2
3744,11.553283,76.101244,969.0,21.26,3768.0,33.7,41.6,24.7,40.1,33.4,18.4,0.184,Tree cover,1.1,Kerala,Wayanad,Vythiri,Debris,2008,500–1000 m,20–30°,3000–4000 mm,0–10 m,2000s,2,3,5,1
3749,11.554256,76.0928,1027.0,14.27,3803.0,28.9,42.5,28.5,41.7,33.9,18.4,0.184,Tree cover,18.8,Kerala,Wayanad,Vythiri,Debris,1961,1000–1500 m,10–20°,3000–4000 mm,10–50 m,1960s,3,2,5,2
